uuid,weight,sex,age,edu,region,age_band,occupation,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q29_1,Q29_2,Q30
65f973e6b8074b70ac1d8b64736d2a4a,1.1214,남성,68,대학교 졸업,인천,60-69,토목 제도사,2,2>3,3,5>5>4,4>4>3,5>4>4,3,4,2,1>13>3,34>29>27,56>57>58,1>34>27,1,3,2,0,12,"내가 사는 오래된 아파트 단지의 노후화로 인한 시설물 사고와, 인구가 밀집한 도심에서 발생할 수 있는 화재나 가스 사고가 잠재적 위험요인이라고 생각합니다. 또한 요즘처럼 예측하기 힘든 국지성 호우나 태풍 같은 기상 변화도 미리 관리해야 할 위험으로 느껴집니다."
f332ce24595141dba85bbe7c2036e08f,0.7067,여성,55,고졸 이하,전북,50-59,무직,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>9,27>34>29,56>57>68,34>1>27,1,4,1,4,2,미세먼지 같은 환경 오염이 건강에 미치는 영향이 점점 커지는 것 같아 걱정됩니다. 또한 요즘 날씨가 너무 덥거나 추워서 기상 변화로 인한 재난도 더 신경 써야 할 것 같습니다.
67bb66b3df7a44f6911055e4661773e7,1.0627,여성,34,대학교 졸업,서울,30-39,주방 보조원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,2>9>1,27>34>29,56>57>60,27>2>34,1,2,2,0,8,요즘 날씨가 너무 이상해서 갑자기 쏟아지는 비나 폭염 때문에 큰일 날까 봐 걱정돼요. 그리고 우리 동네가 낡은 골목이라 화재가 나면 소방차가 들어오기도 힘들고 옆 집으로 번질까 봐 무서워요.
185c06357a424e9d8f963b268dd123d8,1.1214,남성,64,대학교 졸업,인천,60-69,무직,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,1,1>2>9,34>27>29,56>57>58,34>1>27,1,3,2,0,8,요즘 기상이변이 심해져서 갑작스러운 폭우나 태풍 같은 자연재해가 점점 더 위협적으로 느껴집니다. 또한 저희처럼 노후화된 주택가에서는 낡은 건물이나 가스관 등 시설물 노후화로 인한 사고도 큰 위험요인이라고 생각합니다.
a7e814a8ef814109a8e445b8c722a82f,1.6703,여성,38,대학교 졸업,경기,30-39,유치원 교사,2,3>2,3,5>5>5,4>4>4,5>5>5,3,5,4,9>2>1,27>34>29,68>56>57,27>34>9,1,4,1,4,0,"기후변화로 인해 예측이 어려운 국지성 집중호우나 폭염 등 이상기후가 빈번해지고 있어, 이를 대비할 수 있는 기술적 시스템이 필요하다고 생각합니다. 또한 디지털 기술의 발달에 따라 아동 대상의 디지털 성범죄나 AI 기술을 악용한 신종 범죄가 증가하고 있어 이를 사회적 재난 차원에서 관리해야 합니다."
f2174cbe3ed1488085512360713e76a8,0.1912,남성,36,대학교 졸업,제주,30-39,플랜트공학 기술자 및 연구원,2,3>2,3,5>5>5,3>3>4,4>4>4,3,4,2,1>2>13,36>34>27,63>56>57,1>36>63,3,3,2,,1,"급격한 기후 변화로 인해 예측 불가능한 태풍과 호우가 점점 더 위협적으로 변하고 있다고 느껴집니다. 또한, 제주도의 인구 증가와 개발 붐으로 인해 화재 등 시설물 사고에 대한 안전 관리가 더 엄격해져야 한다고 생각합니다."
ccc46a1447f444fda82b6271d0f12820,0.7370,남성,66,대학교 졸업,대전,60-69,"전직 그 외 서비스 관련 단순 종사원, 현재 구직중",2,2>3,3,5>5>4,3>3>3,4>4>4,2,4,2,1>2>13,34>27>29,56>57>60,34>1>2,1,3,2,,8,"급격한 기후 변화로 인한 집중호우와 폭염, 그리고 노후화된 주거지 및 도로 시설에서 발생할 수 있는 구조적 붕괴 사고가 잠재적 위험요인이라고 생각합니다."
d3e670050bf7445aba77c178920c751c,1.6426,남성,40,고졸 이하,서울,40-49,지게차 운전원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,38>34>29,63>57>56,38>34>63,1,3,2,,9,우리 동네처럼 공장이 빽빽하게 모여 있는 곳은 낡은 시설에서 화학 약품이 새어 나오는 사고가 제일 무섭습니다. 그리고 노후된 다세대 주택이라 전기나 가스 문제로 화재가 발생할까 봐 항상 조심하고 살고 있습니다.
6d06579f11a84607bb76cf6892b19e9e,1.9614,여성,47,대학원 졸업,경기,40-49,무직,2,3>4,3,4>4>4,3>3>3,4>4>4,3,4,2,1>2>13,27>34>39,56>58>67,27>34>39,1,4,1,4,0,"고령화가 진행되는 아파트 단지 내에서의 화재나 승강기 사고 등 생활 밀착형 안전사고, 그리고 재난 발생 시 심리적 고립감을 겪는 1인 가구의 정서적 지원 부재가 잠재적 위험으로 생각됩니다."
5c21d74c190141af92dfe4aa4039b726,0.6911,여성,55,대학교 졸업,전남,50-59,일반 비서,3,2>3,3,4>5>5,3>4>4,4>4>4,2,4,2,1>2>13,27>34>42,62>68>57,1>2>27,1,4,1,15,,최근 기후 변화로 인해 예측하기 힘든 태풍과 호우가 자주 발생하여 우리 지역의 농경지와 주거지에 피해를 줄까 봐 우려됩니다. 또한 농촌의 고령화로 인해 혼자 계신 어르신들이 안전사고에 취약한 점도 새로운 위험요인이라고 생각합니다.
dd4696bbb80944a1b82a1235055b1d63,1.0781,여성,40,대학원 졸업,충남,40-49,무직,4,3>2,3,5>5>5,4>4>4,5>5>5,3,5,2,1>14>2,34>38>41,56>57>60,34>14>1,1,4,1,13,,"아산 탕정 일대 산업 단지의 확장으로 인한 신재생 에너지 및 첨단 제조 공정 관련 사고, 그리고 아파트 단지 내 전기차 충전 시설 증가에 따른 배터리 화재 등이 새로운 잠재적 위험요인으로 관리되어야 한다고 생각합니다."
94185222d4e74cbba5c41bd00c467995,0.8182,남성,46,대학교 졸업,충남,40-49,그 외 기계공학 기술자 및 연구원,3,3>2,3,5>5>4,4>4>3,5>5>4,3,4,2,1>2>9,34>35>29,57>60>56,34>1>35,1,4,1,6,0,"지역 내 고령 인구가 점차 많아지는데, 혼자 사는 어르신들이 화재나 감염병 같은 재난에 취약하지 않을지 걱정됩니다. 또한, 개발된 신도시 지역이라 예상치 못한 지반 침하나 노후화된 시설물 사고도 잠재적 위험으로 관리가 필요하다고 생각합니다."
e2f55e4ae809452b829b3f8ebf3825aa,0.6606,남성,63,고졸 이하,충북,60-69,사무 보조원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,2,13>1>2,27>33>51,58>68>62,13>33>27,1,4,1,15,0,"농촌 지역의 급격한 고령화로 인해 독거 노인들이 보이스피싱 같은 사이버 범죄에 취약해지고 있는 점이 우려되며, 기상 이변에 따른 집중호우가 산간 농로와 농가에 미칠 피해도 점점 커지는 것 같습니다."
254e9f86a4fa4b6cbd97f7387fe6955c,1.0752,남성,28,대학교 졸업,대구,19-29,육군 병사,3,3>4,3,5>5>5,4>4>4,5>5>5,3,5,1,13>1>14,46>34>35,63>56>57,46>13>63,1,3,2,,12,"도심 내 노후화된 건축물과 인프라에 대한 정밀한 안전 진단 및 관리 시스템이 부족한 점이 우려됩니다. 또한, 기후 변화로 인한 집중호우 등 예측하기 힘든 기상 이변이 발생했을 때 이를 대비할 도심 침수 방지 시설이 미흡하다고 생각합니다."
40fdb7ea645c472283e188754574bacb,0.8300,남성,53,대학교 졸업,경북,50-59,무직,2,4>2,3,4>4>4,4>4>4,4>4>4,3,4,2,2>13>14,34>27>35,57>58>60,34>2>13,1,4,1,4,0,집이나 시설물이 다 낡아가면서 화재나 무너짐 같은 사고가 더 많이 발생할 것 같습니다. 그리고 요즘 날씨가 너무 변덕스러워서 갑자기 쏟아지는 비나 혹은 폭염 같은 기상 이변도 우리 동네에 큰 위험요인이 될 수 있다고 생각합니다.
6a40a406a33041a2b78043f3d0de16fa,0.9399,남성,54,대학교 졸업,인천,50-59,단조원,2,2>3,3,5>5>5,4>4>4,4>4>5,3,5,2,1>2>9,34>35>38,63>57>56,63>34>1,1,3,2,,8,"공장 안에 있는 낡은 설비들이 갑자기 고장 나거나 가스가 새는 사고가 걱정되고, 요즘처럼 폭염이 심한 날 작업장에서 일하는 사람들이 쓰러지지 않게 도와주는 기술이 필요하다고 봅니다."
42bcdef47b25439fbc61bc7d1740c24d,1.3371,여성,25,대학교 졸업,부산,19-29,무직,2,4>3,3,5>5>4,4>4>3,5>4>4,3,5,2,1>13>2,27>34>29,56>61>57,1>27>34,1,4,2,,1,"딥페이크나 보이스피싱 같은 기술을 악용한 사이버 범죄가 점점 더 정교해져서 일반인이 당하기 쉬울 것 같고, 기후 변화로 인해 예측하지 못한 폭우가 도심에서 홍수를 일으키는 일이 잠재적 위험요인이라고 생각합니다."
f9e777dbd3494772be3881517fe3dd45,1.0627,여성,34,대학원 졸업,서울,30-39,입학 사정관,2,3>4,3,5>5>5,3>3>4,5>5>5,2,4,2,2>9>1,27>40>34,67>56>57,27>2>40,1,3,2,0,3,"급증하는 1인 가구의 사회적 고립과 고독사 문제, 그리고 AI 기술 발달에 따른 딥페이크나 가짜 뉴스 같은 디지털 영역의 재난이 새로운 위협이라고 생각합니다. 특히 개인의 프라이버시를 침해하는 디지털 범죄에 대해서는 현행 법제도로는 대응이 어렵기 때문에 재난 차원에서의 관리가 필요해 보입니다."
9bf1659d081b4456a9af13cfb8826496,0.1062,남성,39,대학원 졸업,세종,30-39,그 외 시각 디자이너,3,3>2,3,5>5>5,4>4>4,5>5>5,3,4,2,14>1>2,27>51>29,56>57>58,27>14>51,1,4,1,1,0,"최근 기후 변화로 인해 기존 설계 기준을 초과하는 국지성 집중호우가 빈번해지고 있어, 신규 계획 도시의 배수 시스템이 감당하지 못할 경우 발생할 도시 침수 피해가 잠재적 위험 요인이라고 생각합니다."
32d782eaeeb845f291172bc5fe6e25eb,1.0887,남성,38,고졸 이하,인천,30-39,전기 용접원,2,4>2,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>14,34>36>35,63>57>56,34>36>63,1,3,2,0,8,"공장에 자동화 기계가 많이 들어오는데, 고장 나거나 오작동할 때 사람이 직접 제어하기 어려워서 위험합니다. 또한 요즘은 해킹이나 사이버 테러 같은 것들이 실제 생활에 큰 피해를 주는 잠재적 위험이라고 생각합니다."
63160e5cc1e943eb923531f452358bc0,0.6591,남성,36,대학교 졸업,광주,30-39,철도교통 관제사,2,3>2,3,5>5>5,4>4>4,5>5>5,4,5,3,1>2>9,31>29>34,56>57>58,31>1>34,1,3,1,4,0,"급변하는 기후로 인한 예측 불가능한 국지성 호우와 이에 따른 도심 침수 위험, 그리고 철도 등 국가 핵심 인프라에 대한 사이버 테러 공격이 잠재적 위험요인이라고 생각합니다."
1d7d8e1c79744e309299b81e3d027ad6,1.0769,여성,60,고졸 이하,부산,60-69,무직,2,4>2,3,5>4>4,4>3>3,5>4>4,3,4,2,1>13>2,27>34>29,57>68>58,1>27>13,1,3,2,,3,"요즘 스마트폰을 이용한 보이스피싱이나 금융 사기가 너무 기술이 고도화되어 있어서 노인들이 당하기 쉬운 위험요인이라고 생각하고, 갈수록 더워지는 폭염으로 인해 야외 활동을 할 때 열사병에 걸릴 위험도 큰 것 같습니다."
964de88b05184346ab77daf32c39a530,0.4486,남성,64,고졸 이하,광주,60-69,건물 칸막이 설치원,2,2>1,3,5>5>5,4>4>4,5>5>5,3,4,2,2>13>9,34>46>29,63>56>57,34>63>2,1,3,2,,1,요즘 날씨가 워낙 이상해서 여름 폭염이나 장마 때 야외에서 일하는 사람들이 위험한 상황에 처할까 봐 걱정됩니다. 그리고 아파트가 많이 지어지는데 화재가 났을 때 늙은 사람들이나 어린아이들이 계단을 이용해 얼마나 잘 대피할 수 있을지도 항상 마음에 걸립니다.
0f6140563c764b228c4b94b60f6b093a,1.2120,여성,68,고졸 이하,충남,60-69,무직,2,2>4,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,34>27>29,56>68>57,34>1>27,1,4,1,4,,요즘 스마트폰을 많이 쓰는데 보이스피싱 전화가 교묘해서 무서워요. 그리고 여름 날씨가 너무 더워져서 폭염으로 인한 건강 피해도 큰 위험인 것 같아요.
0fa6266be31e4e0f9560facb1f2f27cb,1.8362,남성,36,대학교 졸업,경기,30-39,예약 및 접수 사무원,2,4>2,3,4>4>5,4>3>4,4>4>5,3,5,2,1>2>9,27>34>29,56>57>64,27>34>29,1,3,2,,8,최근 AI 기술이 발전하면서 보이스피싱이나 딥페이크 같은 테크 범죄가 늘어날까 봐 걱정입니다. 또한 기후 변화로 인한 여름철 기록적인 폭염과 집중호우가 건물과 가족에게 위협이 될 수 있다고 생각합니다.
f107ecce285b451aa7b2235ee5025979,0.2864,남성,19,고졸 이하,제주,19-29,음료 서비스 종사원,2,4>3,3,4>4>4,3>3>3,4>4>4,3,4,2,1>2>4,34>29>35,56>57>58,1>34>29,1,3,2,0,1,"제주는 관광지 특성상 익숙하지 않은 도로 사정과 해안 환경으로 인해 관광객들이 겪는 교통사고나 물놀이 사고의 위험이 큽니다. 또한, 숙박업소 등 서비스업에 종사하는 사람들이 많아 갑작스러운 감염병 확산과 같은 사회적 재난이 발생하면 지역 경제 전체가 타격을 입을 것 같습니다."
f2eae859345e46f0891edb438d3ab782,0.5873,남성,38,대학교 졸업,부산,30-39,도축원,2,4>2,3,5>5>5,4>4>4,5>5>5,3,4,2,1>13>3,35>34>27,63>57>56,63>1>34,1,3,2,0,1,"급격한 기후 변화로 인해 예측하기 힘든 국지성 호우나 태풍이 우리 동네처럼 하천과 산이 가까운 곳을 위협할 수 있다고 생각합니다. 또한, 제가 일하는 도축업 분야에서는 앞으로 다양한 형태의 가축 전염병이 식품 안전을 위협하는 잠재적 위험으로 다가올 것 같습니다."
418c4e59226e43ad934012efa46498a4,0.4393,남성,51,고졸 이하,광주,50-59,무직,2,2>3,3,4>4>4,3>3>3,4>4>4,2,4,2,2>9>1,27>29>34,56>57>58,27>2>29,1,3,1,4,,요즘 스마트폰을 이용한 보이스피싱이 기술적으로 고도화되어 일반인이 당하기 쉬워서 이를 사회적 재난으로 관리해야 할 것 같습니다. 또한 기후 변화로 인한 갑작스러운 폭우와 도심 침수도 잠재적 위험요인이라고 생각합니다.
4d6cb0c7d3f14fe99d437627b85ace8e,0.9942,여성,64,고졸 이하,경남,60-69,무직,1,2>1,3,4>4>5,4>4>4,4>4>5,3,4,2,1>9>2,27>34>51,56>57>64,27>1>34,1,4,1,4,,요즘 미세먼지가 너무 심해서 호흡기 건강을 해치는 것이 재난처럼 느껴집니다. 또한 갈수록 교묘해지는 보이스피싱 같은 사이버 범죄도 노인들에게는 큰 위협이 되어 미리 관리해야 할 위험인 것 같습니다.
4f2141413e24496aae8a8034453e0464,1.7154,여성,54,대학교 졸업,경기,50-59,작업치료사,2,2>4,3,5>5>5,4>4>4,5>5>5,3,5,2,2>9>13,27>34>29,68>56>58,27>68>34,1,4,1,4,,"급속한 고령화로 인해 거동이 불편한 어르신들이 복잡한 디지털 기기를 사용하다 겪는 사고나, 혼자 거주하는 노인들의 응급 상황 발생 시 이를 즉시 알리지 못하는 '디지털 격차'에 따른 위험이 잠재적 재난으로 관리되어야 한다고 생각합니다."
9ad0ce8c3e5e45ea9916c13b33d96c7c,1.8362,남성,33,대학교 졸업,경기,30-39,상·하수 배관공,2,4>3,3,5>5>5,4>4>4,5>5>5,3,5,1,2>1>9,35>34>49,63>57>56,35>2>63,1,3,2,0,1,"김포시의 급격한 도시화로 인해 지하 매설된 상하수도 관로의 노후화가 심각하여, 이로 인한 대규모 지반 침하나 누수 사고가 잠재적 위험요인이라고 생각합니다. 또한 매년 더 심해지는 폭염은 외부 작업이 많은 건설 및 현장 종사자들에게 심각한 안전 위협이 되고 있습니다."
f7467443da7040a38b0a71919767c62b,0.7717,여성,58,고졸 이하,경북,50-59,무직,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,1,1>2>9,27>40>29,56>57>68,27>1>40,1,4,1,4,0,요즘 날씨가 너무 변덕스러워서 여름엔 폭염으로 겨울엔 한파로 건강을 해칠까 봐 걱정이에요. 그리고 혼자 있는 시간이 많아지는데 집 안에서 가스 불이나 전기 화재 같은 사고가 나면 대처하기 어려울 것 같아서 위험해요.
165839954dbe4d479dcb510d4b3939e9,1.3668,여성,58,고졸 이하,서울,50-59,노점 및 이동 판매원,1,2>4,3,4>4>4,3>3>3,4>4>4,2,4,2,2>1>9,27>34>29,57>56>58,27>34>2,1,3,2,,1,날씨가 너무 변덕스러워져서 장사하는데 갑자기 폭우가 쏟아지거나 무더위가 심하면 건강도 걱정되고 물건도 망가질까 봐 무서워요. 그리고 우리 집이 산 바로 밑이라 비가 많이 올 때 산사태가 나지 않을까 항상 조심스럽게 지켜보고 있어요.
937f5b0e99c641bb8f31e8cd701668e3,0.8569,남성,44,대학교 졸업,부산,40-49,판매 사무원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,1>13>2,27>34>29,56>57>58,27>1>34,1,3,2,,1,급격한 기후 변화로 인해 태풍이나 호우의 강도가 커져서 예측하지 못한 산사태나 침수 피해가 발생할까 우려됩니다. 또한 최근 기술로 인한 보이스피싱이나 딥페이크 같은 범죄가 재난급으로 확산되는 것도 관리가 필요하다고 생각합니다.
469fab93c3424f93bd18178d9e24ef63,0.6431,여성,60,고졸 이하,울산,60-69,무직,2,2>1,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>9,34>29>27,56>58>57,34>1>56,1,3,2,0,10,"요즘 같이 혼자 사는 노인들이 많은데, 집 안에서 갑자기 아프거나 쓰러졌을 때 이를 밖으로 알리는 기술이 더 필요하다고 생각해요. 또한 날씨가 점점 더 추워지고 더워져서, 혼자 산책하다가 일사병이나 저체온증에 걸리지 않도록 도와주는 기술도 중요해요."
acf6c2dbab9e47b6a785ed7b55dd511c,1.7663,남성,60,고졸 이하,경기,60-69,무직,2,2>4,3,5>5>5,4>4>3,4>4>4,3,4,2,1>2>13,34>27>29,56>57>60,34>1>27,1,4,1,4,1,미세먼지 같은 환경오염이 건강에 제일 위협적인 것 같습니다. 그리고 노후화된 아파트 단지에서의 전기나 가스 설비 화재도 항상 조심스럽게 보고 있습니다.
0547b16e8a9c42909762b1b578e1fd25,0.9516,남성,67,고졸 이하,부산,60-69,무직,2,2>4,3,5>5>5,4>4>4,5>5>5,3,4,2,14>1>2,27>34>29,56>57>68,14>27>34,1,3,2,,8,요즘 날씨가 너무 이상해서 갑자기 비가 쏟아지거나 무너지는 사고가 날까 봐 좀 걱정된다. 그리고 우리 같은 어르신들이 휴대폰 보이스피싱이나 사기에 속아 넘어가는 일도 많은데 이런 걸 막아주는 기술도 중요해 보인다.
66366debed0c4e0fb8f82af06a07f347,0.8057,남성,50,고졸 이하,전남,50-59,일식 조리사,2,2>1,3,4>4>4,3>3>3,4>4>4,3,4,2,13>1>2,27>34>29,63>58>56,13>27>34,1,3,2,0,3,요즘 기후 변화로 예전보다 장마철 비가 너무 많이 와서 지리산 인근 산사태 위험이 커지는 것 같습니다. 또한 우리 동네는 고령자 분들이 많으셔서 큰 재난이 발생하면 빠르게 대피하기 힘들지도 모른다는 걱정이 듭니다.
405565c89f00478ebb8f5c6056e2d955,0.9516,남성,64,대학교 졸업,부산,60-69,토목 관련 관리자,4,4>3,4,5>5>5,4>4>4,5>5>5,3,5,2,1>2>13,46>29>34,63>56>58,1>46>2,1,3,2,,1,노후화된 지하 상하수도 관로로 인한 도로 침하 사고와 기후변화로 인해 기존 배수 시스템의 한계를 넘어서는 국지성 집중호우가 잠재적 위험요인이라고 생각합니다.
2a31cbd4702642e1a25bfa8cf8198f03,1.7154,여성,58,고졸 이하,경기,50-59,그 외 물품 이동 장비 조작원,1,2>1,3,5>5>4,3>3>3,4>4>3,3,4,2,1>2>9,27>29>34,63>56>58,63>27>1,1,4,1,4,,"날씨가 예전 같지 않고 갑자기 폭우가 쏟아지거나 해서 기후 변화 때문에 생길 수 있는 큰 물난리가 걱정되고, 요즘은 컴퓨터를 못하는 어르신들을 대상으로 한 보이스피싱 같은 범죄도 재난처럼 무서운 것 같아요."
